# コンピュータ: パソコンやワープロで、フロッピー　ディスクを差し込む穴に対応する通信路。, 卓球: テニス・卓球などで、ボールに順回転を与えるように打つこと。ドライブをかけるまた、ゴルフなどで、ボールを遠くへ飛ばすこと。, 自動車: 自動車で遠出をすること。
その他	ドライブ	長崎支店では、経済速度での走行、アイドリングストップなどのエコドライブの励行や電気自動車の優先使用などで燃費を向上させることにより温室効果ガスの削減に努めています
自動車	ドライブ	週末はドライブには行けず、ひたすら寝てばかりいたですチョロチョロ買い物に歩いたりしていましたが、人も多くなくて歩きやすく私にとっては最高です(笑)
その他	ドライブ	大型トラック「Quon」の安全オプション装着車は、事故を未然に防ぐためのドライブレコーダー、トラフィックアイブレーキ、ソナーシステムなどを搭載する
卓球	ドライブ	ドライブギアにはステラ、ツインパワーと同じ超々ジュラルミンCF(冷間鍛造)ドライブギアを、対となるピニオンギアには耐久性の高い高強度真鍮マシンカットピニオンギアを採用
卓球	ドライブ	ダイナミクスが際立つドライブ能力と高いパワーハンドリング性能により、ディフィニションに採用しているDCドライバーはタンノイ製品史上で最も驚異的なドライバーユニットのひとつといえるでしょう
その他	ドライブ	いつも、車には乗りなれて いる、あなたでも・・・・ スポーツカーは、初めての あなたも、オートマチック ですので、誰でも簡単に スポーツ・ドライブできます
卓球	ドライブ	なぜなら、ドライブ系ならシャトルの軌道上にラケットを持っていけば当たりますが、この場合はピンポイントでシャトルを捕らえなければならないからです
卓球	ドライブ	パワードライブはスピードとスピン両方が強力なドライブの事ですので、ラケットの角度やスイングの方向は普通のドライブ(スピードでもループでもない)と同じで良いと思います
コンピュータ	ドライブ	懸念されるのはCDドライブがダメになっている可能性ですね、他のPCでは動いたので一応それも疑ったのですがPCが起動しないのでかたしかめる手段が無く、USBメモリを使いたいのですがbiosの起動画面に選択肢もありません
卓球	ドライブ	前陣で重いドライブ、カウンター、ブロックを多用する王楠プレーを最大限引き出せるようにNittakuと紅双喜社の技術陣が開発したブレードのラケットです
卓球	ドライブ	長谷川信彦氏といえば、独特の一本差しグリップとジェットドライブと形容された強力なフォアハンド、そして粘り強いロビング、そしてこれらの土台となる地道な体力トレーニングを積み、67年の世界選手権男子シングルスで優勝された名選手です
その他	ドライブ	※「交通CO2排出量診断」「Let's発電競争」「クイズ・自動車とCO2」「エコドライブ・アンケート」のいずれかに参加した方全員に、「信号待ちアイドリングストップ」ステッカーをプレゼント
卓球	ドライブ	『フレアストーム』は、裏ソフトラバーの強ドライブに負けないスピードボールを放つことが可能な、エネルギー内蔵効果を備えた高性能表ソフトラバーですエネルギー内蔵型表ソフト厚さ:中(1
卓球	ドライブ	スピードドライブを打つには、ラケットの振りを上下ではなく、後ろから前に振り抜き、相手コートへ押し込む感覚で打つとスピードのあるドライブを打つことが出来ます
卓球	ドライブ	カット打ちをやらせたところ、不安定でしたので、ドライブを習得させようとしていますが、なかなか回転がかかりません 田崎選手はどうやってドライブを打っていますか
自動車	ドライブ	予定通り(泣)東京へは自腹でいく事が決まり、現地駐車場の関係から一度は新幹線を使おうかとも思ったが、現地の地理に疎い事を気付き、やはりナビゲーションが搭載された車は外せないという点と、ドライブ好きな自分の欲求に応える為に(笑)高速を使って車で向かうことに決める
卓球	ドライブ	乾が推測するリョーマクンの先ほどの戦法は、ツイストサーブで体勢を崩し、ドライブAで両肩を上げさせ、COOLドライブで前におびき出し まんまとーーー
卓球	ドライブ	ゾンダは、超々ジュラルミン製のドライブギヤ、ギヤシフト、ハンドルノブ、チタン製のドラグワッシャー、そしてカーボングラファイト製マシンカットハンドル、カーボンコンポジット製型ノブを標準装備する
自動車	ドライブ	お袋さんにとってちょっとその辺りをドライブというにしては乗っている時間が長く疲れてしまったのか、クルマの中から桜の花を眺めてはいるものの、クルマから降りてみようとしない
自動車	ドライブ	“春の交通安全運動”(今年は4/6〜15まで) 自然環境学科の2年生もこの春休みに何人か自動車教習所に通っていましたが、免許取れたてホヤホヤの若者がドライブに行きたくなる季節ですよね
自動車	ドライブ	今後“みちぼう君”がみなさまに山形県内の「お勧めドライブコース」や「耳寄り情報」、「イベント情報」、「みちの関する情報」などを紹介してまいります
コンピュータ	ドライブ	ただ、うちのPCはフォント数が少ないので、それだけがちょっと残念なんですが、これ以上フォントを追加したらCドライブがパンクしてしまうので、新しいPCに買いかえるまでは我慢、我慢
コンピュータ	ドライブ	いずれも大手の家電らが中心となって策定したホームネットワークの世界規格「DLNA」に対応しているほか、本体にはハードディスク専用ベイを設けており、別売の専用カートリッジタイプの着脱式ハードディスクドライブを装着することでPCの電源が入っていないときでもコンテンツの再生ができるようになっているのが特徴
卓球	ドライブ	構造上シェークハンドドライブ型ほど強いバックハンドドライブを打つのは難しいといわれるが、それを十二分に補えるだけの得点力のある快速プッシュや、バックハンドスマッシュを得意とする選手もいる
その他	ドライブ	これを記念いたしまして、出光カード ドライブ・レジャー情報誌「MOCO」からセレクトしたエコな風景壁紙(パソコン用)を期間限定でプレゼントいたします
自動車	ドライブ	さらに、保険や補償もたいへん充実しているので、このニッポンレンタカーの「安心コース」でレンタカーを利用すれば、心配することなく快適にドライブできますね
コンピュータ	ドライブ	制御ファイルを多重化する方法の1つは、REDOログが多重化されている場合、REDOログ・グループのメンバーが格納されているすべてのディスク・ドライブに制御ファイルのコピーを格納することです
コンピュータ	ドライブ	COMでは、各ドライブをA:から最大Z:(これは環境変数LASTDRIVEで変更可)までのドライブレターで管理し、内部コマンドではファイル・ディレクトリ一覧の参照、ファイルとディレクトリの作成・コピー・名前変更、コンピュータの時刻や環境変数およびパスの設定参照などができるほか、外部コマンドやアプリケーションなどの実行形式のファイルの起動が行えた
自動車	ドライブ	テレビ局のアナウンサー、記者、環境問題専門のインターネット放送局代表としての取材と、太陽光発電、エコドライブ、節電、生ゴミ処理など、数々の実践経験を元に、クイズ形式をまじえながら楽しくお話しします
卓球	ドライブ	フォアハンドのドライブはすっごく鋭いし、バックハンドはものすごいスピンドライブもあれば超速のフラットショットもあり、三鷹は何処へ打っても抜けなかった
卓球	ドライブ	中陣からのドライブでガンガン攻めていくタイプはもちろんですが、フラット打ちのやりやすさと破壊力を考えれば、ミート打ちを主戦とする前陣速攻型の選手もこのラバーの特性を活かせるように思います
その他	ドライブ	MCJ 15時25分 DS『ブレイザードライブ』、ゲーム主題歌に「サイキックラバー」が参加決定 セガは、12月4日の発売を予定しているニンテンドーDS専用ソフト『ブレイザードライブ』の主題歌に、アニメや特撮番組の主題歌などで人気のアーティスト「サイキックラバー」が参加することを発表した
卓球	ドライブ	一つはエンドライン際に打ってネットまで距離を持たせて寄せ切れなかったセットを点にする方法、またジャンプサーブでドライブ回転を掛けて相手の目測(延びる)を誤らせるか、あとはクロスにラインをとって角度を持たしてコントロールを用意にさせないか
自動車	ドライブ	オーバーヒートが心配なフェラーリ、パワーに大きな影響を与えるクーリングをレーシングメッシュグリルに交換することによる効率向上は、スポーツ走行はもちろん、夏場のシティドライブにおいても有効なチューニングアイテムとなります
自動車	ドライブ	岩と荒波の男鹿西海岸をドライブし八郎潟の干拓地を走る直線道路を大潟町に向かい、菜の花イベントを覗き近くのホテルサンルーラル大潟の中華バイキングで昼食、いささか食べすぎ
卓球	ドライブ	この八街市協会では黒崎春雄会長もかつて斉藤選手と組んで全日本ダブルスミドルの部で4位入賞を果たしており、千葉県では比較的早い頃からスピンボール(ドライブ)を取り入れてプレイしていたのですが、そのご指導の成果でしょうか男子のゲームではほとんどの選手がスピンボール(ドライブ)を打っており、ほんの1~2年前からの大きな変化に驚きを覚えてしまいました
自動車	ドライブ	津軽半島エリアは2次交通が貧弱で、車が観光の主要な手段となっていることから、観光振興の一環として津軽半島にある9つの道の駅を周遊するドライブツアーを企画しています
自動車	ドライブ	エコドライブには、加減速の少ない運転などを含め、全部で十個の方法があると、十種類の方法があると聞いておりますが、とりわけ、アイドリングストップは、これだけでも燃費向上の効果が大きいと思われます
卓球	ドライブ	また、フォアハンドドライブの場合には、ウエスタン(フライパン持ち)気味に持ったり、バックハンドのサムアップ時には、逆にイースタンよりも、もっと奥に回して握ることもあります
卓球	ドライブ	ですから、以前に比べてドライブサーブ(俗にピンピンサーブ(笑))などがかなり楽に打てるようになるのですが、実際にはほぼフォルトを取られているようです
コンピュータ	ドライブ	ここ数年、バス氏と彼のスタッフは、サンの従業員の大多数のIT環境を、ハードディスク・ドライブ搭載のPCからシン・クライアントに移す作業に取り組んできた(シン・クライアントはサンが販売しているテクノロジーでもある)
コンピュータ	ドライブ	ちなみにデータはネットワークドライブ上に置いてあるのを指定していたので、ひょっとしてそれが原因か・・とも思ったのですが28個までは登録できているわけですし・・違うかと・・
自動車	ドライブ	園を出発するときには、ドライブを心待ちにしていたのか笑顔の入所児者の方や、不安そうな表情のある方も見受けられましたが、目的地の長瀞に着く頃には皆笑顔になっていました
コンピュータ	ドライブ	今までにも「USB ドライブから複数の Skype を直接起動する方法」として「ショートカットで指定する起動オプション」の存在は確認できていました
自動車	ドライブ	しかし、この契約では、大学生の息子が同級生の友人と一緒にドライブに行き、その友人が運転していたときの事故を考えてみると、特別な約款・特約(例えば、交代運転の場合に年齢を問わず担保する臨時運転者担保特約)がなければ担保されないことになります
自動車	ドライブ	阪神高速→明石海峡大橋→淡路自動車道→鳴門大橋→高松自動車道→高知自動車道→国道56号線→国道321号線を経て、柏島まで6時間半のドライブは遠かったです
自動車	ドライブ	自動車の排出ガスを削減するための取組みとしては、自動車をできるだけ使わないようにしたり、排出ガスの少ない自動車を使用したりするだけでなく運転そのものを環境にやさしくする「エコドライブ」等があります
卓球	ドライブ	破壊力抜群のフォアハンドドライブと、進境著しいバックハンドドライブとが、2・7グラムのセルロイドの白球を質感の増幅した何物かに変え、時に相手に反応することを許さず、時に相手のラケットをはじく
その他	ドライブ	税込み価格と課税前価格の2つを表示する新しいタイプのPOPは週末特価のドライブに使われていて、ドスパラ本店の他の品物や、ドスパラ2号店では気がつかなったのかもしれないが、これまで通りの税込み表示がされていた
卓球	ドライブ	また、人によってはドライブとスマッシュが一緒になったようなたたきつけるような感じだけどかなりのスピンがかかったボールを打てる人もいると思います
卓球	ドライブ	安定感は強いですが、回転量は豊富で重いので反撃にはスピード系ドライブで抜き去るのではなくループでタイミングをズラしてスマッシュで決めるような守備的要素の強い方にとってもお勧めします
卓球	ドライブ	ディマ・オフチャロフ選手、パトリック・バウム選手使用ラバー 上級者はラバートップシート表面の張りや、サービス/レシーブ/ドライブにおけるインパクト時のシートに
自動車	ドライブ	土田和歌子さんは高校2年の時、ドライブ中の事故から車いす生活に、‘93年アイススレッジと出合い長野では金メダル2、銀メダル2、と大活躍する、その後陸上競技に挑戦しシドニーで車いすマラソンで銅メダル
自動車	ドライブ	10月の台風だけでもめずらしいのに、2つ同時しかも宮古島がはさまれる形での台風接近は過去あったのだろうか話かわりますが、週末に家族でドライブ高野漁港にいってきました
卓球	ドライブ	朱選手もフォアにドライブが来たりツッツキが来たりするとそこからのすさまじい攻撃があるのですが、バックの粒高面だとカット以外何もできず、ボル選手もミスをしないのでお手上げといった状況でした
コンピュータ	ドライブ	ただこのソフトのデータ保存先がCドライブのマイピクチャになっているので ここのリンクをどうにかしないとソフト本体の場所を変えても データ容量的に意味が無いかなぁ、と
卓球	ドライブ	ドライブ→ドロップの試合→クリアの試合→スマッシュの試合→ヘアピンの試合→半面シングル→フォアシングル→バックシングル→端ヘアピン→全面ドロップの試合→サービスラインのドライブ→クロスヘアピンの試合
卓球	ドライブ	スマッシュ以上に速いかと思わせるドライブレシーブで相手の攻撃を封じ、 スピードについていけず甘い球が返ってきたところを、素早い出足でネット前からプッシュを決める
自動車	ドライブ	昨日は、久しぶりの徹夜ドライブに、オマケに新幹線で静岡に行くなど、超ハードな1日でした^^; 今朝も9時半にお客様宅に、旧車買取の依頼でトヨタRT20のコロナを一台見に行ってからの出社となりました
コンピュータ	ドライブ	ドライブ用制御回路10の駆動電源端子VCCに駆動電圧が印加されると、Qドライブ端子およびとQに−を付加したQバードライブ端子を介してスイッチング素子4、5が交互に導通し、インバータ動作を生ずる
その他	ドライブ	サブウーファーのキャビネットには、従来のJドライブ方式を飛躍的に進化させた新技術を駆使し、ダクト部に重低音再生の瞬発力と順応性を高める「スリットダクト」を採用
コンピュータ	ドライブ	413で書いたように クリックしただけではドライブにアクセスができないというもので、これはドライブの中のフォルダの直のショートカットを作っておけばいいことが分かった
卓球	ドライブ	よってスピードもスピンも効いたパワードライブをツーバウンドブロックするにはラケットを引いてスピードを殺すのに併せて、スピンも殺さないとだめになります
自動車	ドライブ	頂上までのドライブコースを利用して、同じグループの方が車を移動すれば、片道だけのトライや途中の林道までの短縮コースなど、体力に応じて楽しめます
卓球	ドライブ	ボールを巧くミートしようと思うと少しかぶるとミートしやすくなります、練習としてはバックアタックを打つのがお勧めです、それとサーブをフロータードライブで打つようにするとボールにドライブをかける感覚が養われると思います
コンピュータ	ドライブ	ワイヤレス化を図り、胴体部にコンピュータ、モータドライブ、バッテリー、無線機器等、必要な機器を全て内蔵、自在な歩行、階段の昇降、台車を押す等などの動作がワイヤレスで、かつ、自動動作により実現しました
コンピュータ	ドライブ	上書きでインストールしても、落ちまくるのは改善されなかったので、Cドライブだけフォーマットして再度SetupするとOS立ち上がるには立ち上がったが、FDが読めない
その他	ドライブ	任天堂の「スーパーファミコン」やセガエンタープライゼスの「メガドライブ」など、1980年代後半から1990年代前半にかけて登場したゲーム機が16ビットゲーム機で、それ以前に普及していたファミリーコンピュータなどの8ビットゲーム機から、次第に市場を奪っていった
卓球	ドライブ	テニスもしかり、うまくバックハンドで打ち返せる、ドライブがかかった球が打てる、マラソンなら、時間が短縮した、何でもそうですが、ほんのちょっとした向上が、自分の世界を押し広げる
コンピュータ	ドライブ	サーバーのフォルダに対するローレベルでのストレージツール(たとえば、デフラグ、ドライブ全体の暗号化、ボリュームのイメージバックアップなど)の操作は問題を引き起こす可能性がある
卓球	ドライブ	0612さんの言うようにドライブは威力があっても正確性がなければ意味は無いですが、サーブというのは練習を積み重ねて、自分らしい打ち方だ出来ていくものだと思いますから
卓球	ドライブ	普段、自分も気を付けているのですが、ドライブばかりカットしていると「切り返して倍返し」とかの練習をするとラケットを開いてしまって知らないうちにボールの下を擦るスイングになってしまうのでなるべくスマッシュを捕るような練習にしていますが「ドライブ・スマッシュ」どちらもカットするわけですから重要な練習になるかと思います
その他	ドライブ	高圧スプレーで洗車するスプレー洗車機や、車をドライブスルーのように機械に通すだけで、出てきたときには洗いあがっているものなど、洗車場やガソリンスタンドで洗車をする方法もあります
コンピュータ	ドライブ	もうフォーマットしかないやと諦めて、今日は延々とセカンダリへのバックアップ作業を行ってたわけなんですけど、なんかさっき DELLの兄ちゃんから「最悪の場合起動しなくなります」って脅されていた修復インストールがうまくいっちゃいました(汗笑) まぁこれはこれで結果オーライなんですが、これをきっかけに一旦Cドライブをすっきりさっぱりしたいリセット願望もあったわけで
自動車	ドライブ	普通ならこの気持ちのよい高原か大山周辺で過ごすのが順当ではあろうが、どうしても他に行きたいところがあったので、蒜山大山スカイラインのドライブで我慢することにする
コンピュータ	ドライブ	0の書き込みに対応しているはずなのですが、Dragn'DropのDATAモードで書き込もうとしてもドライブが認識してくれずにトレイからメディアを吐き出してしまいます
卓球	ドライブ	この前ビギナーの試合に出たら、「いいドライブ持ってるねっ」て大会開いてるおじさんに言われたんですが意味がわかりませんでした ラケットのことでもなさそうです
自動車	ドライブ	明日は仕事ですね、なかなか連休ができず残念です、毎月日曜日が休みになっていますが、仕事の都合で日曜出勤にもなりますね、まあ~仕事が有るだけ助かりますがね、今日は仕事疲れでゆっくりしていましたが、明日休みでしたら気晴らしにドライブでもしたい思いです、明日は早出ではないので楽ですね、(妹)ちゃんは休みですか
